Date,Open,High,Low,Close,Volume
2006-09-27,44.5375,44.7542,41.8605,42.4449,7241019
2006-09-28,42.7748,42.7748,41.0499,41.6531,5672118
2006-09-29,42.0019,42.3506,41.5589,41.7851,3981501
2006-10-02,42.4166,43.8776,42.2752,43.4629,4586863
2006-10-03,43.9248,45.2727,43.2838,44.9239,6096515
2006-10-04,44.9239,45.7722,44.2641,44.7354,5826005
2006-10-05,44.5469,45.4518,43.1990,45.3481,3730831
2006-10-06,45.1501,45.9136,44.4809,45.0087,3205630
2006-10-09,44.3207,44.5846,43.8305,44.3301,2432440
2006-10-10,45.1973,45.5743,44.9522,45.5083,3532976
2006-10-11,44.4432,44.9051,43.0670,44.7825,5490885
2006-10-12,44.9710,45.4612,44.3489,44.8297,3906166
2006-10-13,44.6788,44.6788,42.9633,43.2838,5684718
2006-10-16,43.1236,43.7362,42.4260,42.4826,5028954
2006-10-17,42.2752,42.6523,41.5494,42.2375,4008847
2006-10-18,43.1801,43.8305,41.2949,43.7268,6567024
2006-10-19,43.2461,44.9805,43.1330,44.9616,5133244
2006-10-20,44.9710,47.3369,44.9616,46.8845,9379357
2006-10-23,47.0353,48.4963,46.8279,47.3652,7268365
2006-10-24,47.1767,47.9308,46.4792,47.6857,3780965
2006-10-25,47.4124,47.7423,45.1596,45.7251,6967560
2006-10-26,46.9976,47.8837,45.9325,46.5923,5609115
2006-10-27,46.1399,47.5820,46.0550,46.5263,3254692
2006-10-30,46.5640,48.5340,46.5640,48.3361,4103217
2006-10-31,48.3455,48.6849,46.3284,46.9976,5042895
2006-11-01,47.0824,47.2427,45.4141,45.7251,2663539
2006-11-02,45.7251,45.7345,44.3018,44.7731,3604558
2006-11-03,45.2255,45.4423,44.3018,44.6977,1419571
2006-11-06,45.3387,47.5820,45.3387,47.1956,3432708
2006-11-07,47.2804,48.3078,47.0636,47.7046,2506166
2006-11-08,47.3369,47.3464,46.0173,46.6866,2943968
2006-11-09,46.4698,46.5546,45.9136,46.1022,2280697
2006-11-10,46.6960,47.3181,46.1870,46.4698,2219035
2006-11-13,46.8091,48.9017,46.6206,48.5717,4474799
2006-11-14,48.2607,48.4586,46.5169,48.0062,3558445
2006-11-15,50.4286,56.2256,50.2873,56.0842,36948525
2006-11-16,56.0936,58.9780,54.7646,57.1305,18782306
2006-11-17,57.1305,57.1305,55.2359,56.0371,10749062
2006-11-20,56.2256,57.1116,56.2162,56.4141,7046649
2006-11-21,56.3670,57.8186,55.6129,57.3944,8984987
2006-11-22,57.8751,59.4775,57.3190,59.3361,6927078
2006-11-24,58.4878,59.6378,58.4407,59.3361,1781769
2006-11-27,59.1005,59.1948,55.4055,55.7637,4539946
2006-11-28,55.2359,55.2359,53.7277,54.8400,6096515
2006-11-29,55.9899,56.5743,53.2564,53.5015,5539410
2006-11-30,53.7748,54.5289,52.7851,53.5015,6873995
2006-12-01,54.2084,55.1322,52.1253,52.8794,5679625
2006-12-04,53.3695,54.8683,52.7380,54.8306,3494102
2006-12-05,54.6703,54.9908,53.5486,54.3687,3745845
2006-12-06,55.6506,57.3190,54.8588,56.8477,6689812
2006-12-07,55.9334,57.0645,55.4244,55.6223,3057641
2006-12-08,55.6223,56.5366,54.7363,55.8486,2869169
2006-12-11,57.2342,59.1005,56.5838,58.0259,5387131
2006-12-12,57.5452,57.6018,55.2359,56.0465,5201072
2006-12-13,57.8091,58.8648,55.2641,55.8486,8437534
2006-12-14,55.3207,55.6129,53.2187,53.8031,11436997
2006-12-15,54.3027,55.0473,53.1433,53.2564,6133512
2006-12-18,53.3695,54.1048,52.0782,52.5966,5461394
2006-12-19,51.4278,54.7551,50.8999,54.1990,7925737
2006-12-20,53.8220,53.8220,52.5118,52.5966,3893029
2006-12-21,52.6909,53.5298,51.4561,52.5589,3514209
2006-12-22,50.8999,52.5024,50.8999,52.1630,2835657
2006-12-26,52.7380,52.9642,51.6446,52.6060,4669169
2006-12-27,52.7191,54.0105,52.3138,53.7654,2806702
2006-12-28,53.7654,53.7654,51.6257,52.5589,5231635
2006-12-29,52.5589,52.8605,50.7586,50.7586,4272922
2007-01-03,50.7963,53.6523,50.7963,53.0679,7923861
2007-01-04,53.0679,55.7543,50.5700,55.4621,7009383
2007-01-05,55.4527,55.7543,54.5761,54.9437,4440483
2007-01-08,54.0105,57.0079,53.7654,54.6043,5799464
2007-01-09,56.0276,56.7440,54.2556,54.5761,5626273
2007-01-10,56.5838,56.5932,54.0482,55.5469,10434853
2007-01-11,55.7826,57.6866,55.4998,57.6866,6866756
2007-01-12,57.6866,58.9120,57.1210,57.3190,4717962
2007-01-16,57.3190,58.5349,57.3190,58.4030,4618231
2007-01-17,57.4604,58.3370,55.0379,55.2830,5624397
2007-01-18,55.2830,56.2256,54.1048,54.5101,8498928
2007-01-19,54.4158,54.9814,53.5863,54.9437,5597855
2007-01-22,54.9531,55.0096,52.9642,53.7560,6365952
2007-01-23,52.2196,52.4081,49.8442,50.2119,9343700
2007-01-24,50.1459,51.0696,49.0619,50.2873,9592493
2007-01-25,50.7114,50.9848,49.2504,50.7680,7377212
2007-01-26,50.0987,50.3344,48.5623,49.1373,8919571
2007-01-29,49.2316,52.6909,49.1562,51.3053,11330563
